score_id,supplier_id,fiscal_year,quarter,otd_score,quality_score,cost_score,responsiveness_score,sustainability_score,composite_score,incidents_reported
SC001324,SUP0083,2023,4,91.44,98.4,81.74,80.74,82.57,89.63,4
SC001325,SUP0083,2024,1,90.71,91.09,79.73,64.16,59.29,82.83,4
SC001326,SUP0083,2024,2,66.69,91.88,86.61,70.14,80.64,79.97,4
SC001327,SUP0083,2024,3,58.13,95.95,79.66,75.94,79.21,77.67,1
SC001328,SUP0083,2024,4,90.79,86.64,89.34,62.93,75.63,84.95,5
SC001329,SUP0084,2021,1,93.48,96.57,92.8,74.85,77.55,90.81,1
SC001330,SUP0084,2021,2,94.83,89.43,97.14,73.21,93.27,91.35,2
SC001331,SUP0084,2021,3,59.25,99.33,74.11,72.81,54.48,75.12,0
SC001332,SUP0084,2021,4,68.31,99.02,70.24,92.52,65.24,80.02,4
SC001333,SUP0084,2022,1,77.07,97.43,94.4,97.91,51.37,86.16,5
SC001334,SUP0084,2022,2,74.21,91.62,96.09,76.77,78.72,84.52,4
SC001335,SUP0084,2022,3,77.86,95.61,88.3,65.11,90.47,85.26,5
SC001336,SUP0084,2022,4,60.24,92.84,85.66,60.27,72.62,76.34,1
SC001337,SUP0084,2023,1,59.59,92.3,85.73,70.2,86.89,78.42,4
SC001338,SUP0084,2023,2,82.84,98.17,79.19,94.77,91.12,88.73,5
SC001339,SUP0084,2023,3,56.26,93.3,79.6,96.56,71.91,77.64,0
SC001340,SUP0084,2023,4,56.33,96.08,76.38,70.13,97.68,77.78,2
SC001341,SUP0084,2024,1,70.73,89.32,93.48,85.1,50.44,80.27,0
SC001342,SUP0084,2024,2,59.25,91.78,74.88,76.27,70.23,74.93,5
SC001343,SUP0084,2024,3,66.05,90.19,87.36,69.25,90.77,80.35,3
SC001344,SUP0084,2024,4,92.36,99.25,82.42,74.65,85.88,90.02,2
SC001345,SUP0085,2021,1,58.3,90.31,80.0,70.25,73.68,74.98,4
SC001346,SUP0085,2021,2,57.73,99.72,78.34,87.08,50.35,76.65,3
SC001347,SUP0085,2021,3,68.85,90.82,70.05,69.63,57.89,74.66,0
SC001348,SUP0085,2021,4,74.15,97.7,93.65,68.03,59.79,83.07,3
SC001349,SUP0085,2022,1,66.42,85.13,73.18,63.61,66.44,73.11,3
SC001350,SUP0085,2022,2,90.64,85.21,80.33,67.62,61.41,81.72,5
SC001351,SUP0085,2022,3,85.86,95.41,89.17,72.47,87.73,88.23,1
SC001352,SUP0085,2022,4,67.1,90.65,86.27,90.93,62.58,79.93,1
SC001353,SUP0085,2023,1,60.62,99.3,99.58,76.12,69.34,82.44,0
SC001354,SUP0085,2023,2,68.45,95.17,97.97,87.94,73.35,84.81,0
SC001355,SUP0085,2023,3,73.37,96.96,86.83,89.63,99.79,87.41,1
SC001356,SUP0085,2023,4,90.02,87.57,71.96,84.02,97.77,85.85,0
SC001357,SUP0085,2024,1,96.2,90.17,80.65,72.87,77.88,87.12,4
SC001358,SUP0085,2024,2,70.41,95.16,70.26,91.52,80.41,80.92,0
SC001359,SUP0085,2024,3,85.59,95.95,70.7,70.28,92.04,84.83,4
SC001360,SUP0085,2024,4,60.6,98.24,95.94,92.8,85.18,84.64,3
SC001361,SUP0086,2021,1,73.45,94.47,93.1,95.98,96.62,88.26,3
SC001362,SUP0086,2021,2,91.55,98.79,86.2,84.0,92.1,91.95,5
SC001363,SUP0086,2021,3,89.76,95.28,74.22,73.3,79.95,85.68,1
SC001364,SUP0086,2021,4,95.18,94.35,88.72,93.89,75.06,91.5,3
SC001365,SUP0086,2022,1,82.47,92.57,85.62,99.35,62.61,85.83,5
SC001366,SUP0086,2022,2,98.79,92.91,76.34,65.49,73.9,86.72,2
SC001367,SUP0086,2022,3,72.36,85.49,89.04,61.54,75.17,78.83,3
SC001368,SUP0086,2022,4,97.34,91.59,78.41,63.79,73.62,86.1,2
SC001369,SUP0086,2023,1,77.99,98.99,85.91,87.34,91.73,88.18,3
SC001370,SUP0086,2023,2,95.71,90.32,93.15,74.86,78.71,89.8,3
SC001371,SUP0086,2023,3,56.85,93.85,97.48,64.85,58.52,77.04,3
SC001372,SUP0086,2023,4,66.86,95.64,71.55,72.07,85.28,78.8,2
SC001373,SUP0086,2024,1,92.47,93.77,92.07,63.74,55.7,86.23,2
SC001374,SUP0086,2024,2,90.05,92.87,73.04,74.0,77.92,84.68,5
SC001375,SUP0086,2024,3,64.44,95.33,78.52,91.52,77.2,80.51,1
SC001376,SUP0086,2024,4,99.65,90.66,71.75,94.9,93.19,90.25,5
SC001377,SUP0087,2021,1,60.15,96.95,74.96,60.12,68.58,74.99,5
SC001378,SUP0087,2021,2,78.24,87.54,80.36,60.35,90.49,80.89,5
SC001379,SUP0087,2021,3,70.36,93.45,84.6,60.62,63.4,78.47,1
SC001380,SUP0087,2021,4,79.67,93.46,93.49,85.53,78.12,87.0,1
SC001381,SUP0087,2022,1,82.67,88.05,88.88,94.14,94.45,87.85,0
SC001382,SUP0087,2022,2,59.56,98.24,77.31,93.55,66.68,78.83,1
SC001383,SUP0087,2022,3,65.95,91.66,77.33,62.8,91.69,78.2,5
SC001384,SUP0087,2022,4,97.88,97.38,92.28,90.37,73.96,93.47,4
SC001385,SUP0087,2023,1,72.73,87.76,81.75,77.88,58.05,78.09,1
SC001386,SUP0087,2023,2,63.36,96.05,75.41,79.26,83.34,79.16,5
SC001387,SUP0087,2023,3,64.61,93.68,99.81,74.23,64.93,81.37,4
SC001388,SUP0087,2023,4,80.57,90.19,80.3,80.36,75.03,82.83,1
SC001389,SUP0087,2024,1,73.66,97.62,79.64,92.79,77.34,84.32,5
SC001390,SUP0087,2024,2,77.08,87.09,86.66,66.93,87.06,81.98,5
SC001391,SUP0087,2024,3,55.95,91.96,83.92,98.95,63.52,77.4,5
SC001392,SUP0087,2024,4,78.42,92.52,98.94,84.53,71.16,86.64,1
SC001393,SUP0088,2021,1,71.79,88.09,93.51,72.01,83.51,82.22,2
SC001394,SUP0088,2021,2,63.07,89.35,83.56,85.8,82.23,79.24,2
SC001395,SUP0088,2021,3,72.08,89.11,74.12,63.86,98.3,79.4,5
SC001396,SUP0088,2021,4,93.99,93.47,72.38,89.2,93.54,88.99,1
SC001397,SUP0088,2022,1,86.5,96.49,74.33,85.52,51.52,83.47,0
SC001398,SUP0088,2022,2,83.57,89.64,90.17,95.79,86.36,88.21,2
SC001399,SUP0088,2022,3,57.03,92.14,74.37,92.24,91.4,77.99,1
SC001400,SUP0088,2022,4,69.86,85.78,87.02,61.11,53.32,75.54,4
SC001401,SUP0088,2023,1,96.49,86.76,93.08,82.09,60.15,87.81,1
SC001402,SUP0088,2023,2,99.01,91.85,93.93,77.17,92.02,92.96,1
SC001403,SUP0088,2023,3,76.18,91.99,70.77,75.07,54.43,77.56,4
SC001404,SUP0088,2023,4,58.72,87.26,70.31,94.53,70.3,74.34,4
SC001405,SUP0088,2024,1,80.97,86.2,87.38,61.58,64.45,80.23,5
SC001406,SUP0088,2024,2,89.31,88.32,87.88,60.83,69.14,83.86,3
SC001407,SUP0088,2024,3,76.17,85.67,85.4,88.97,78.42,82.37,5
SC001408,SUP0088,2024,4,99.49,98.26,89.02,78.65,65.44,91.54,1
SC001409,SUP0089,2021,1,90.88,85.01,79.68,90.23,80.3,85.76,2
SC001410,SUP0089,2021,2,84.3,89.43,86.84,91.58,87.73,87.42,4
SC001411,SUP0089,2021,3,63.15,93.59,73.38,89.08,80.03,78.61,2
SC001412,SUP0089,2021,4,56.04,99.11,70.78,69.47,93.17,76.97,4
SC001413,SUP0089,2022,1,82.47,87.44,83.42,98.63,69.58,84.48,0
SC001414,SUP0089,2022,2,87.86,95.0,84.71,73.69,95.85,88.75,3
SC001415,SUP0089,2022,3,85.84,86.37,89.78,64.0,67.47,82.77,3
SC001416,SUP0089,2022,4,69.21,91.01,92.11,96.79,96.12,85.78,2
SC001417,SUP0089,2023,1,66.1,92.66,82.45,83.27,79.41,80.39,1
SC001418,SUP0089,2023,2,70.85,91.98,89.79,94.38,54.74,81.72,2
SC001419,SUP0089,2023,3,57.88,94.51,97.39,78.23,77.67,80.78,4
SC001420,SUP0089,2023,4,78.98,93.9,79.28,95.19,50.23,82.26,1
SC001421,SUP0089,2024,1,88.33,94.59,84.2,80.45,56.77,85.44,1
SC001422,SUP0089,2024,2,73.13,89.42,87.42,68.53,67.51,79.85,1
SC001423,SUP0089,2024,3,67.81,89.82,75.14,97.17,91.36,81.17,1
SC001424,SUP0089,2024,4,63.07,87.23,84.7,71.53,65.09,75.69,4
SC001425,SUP0090,2021,1,94.34,96.99,70.01,98.02,56.98,86.9,5
SC001426,SUP0090,2021,2,67.95,93.33,80.95,73.04,83.64,80.24,5
SC001427,SUP0090,2021,3,71.43,87.72,84.19,98.03,89.9,83.38,3
SC001428,SUP0090,2021,4,79.34,96.29,89.92,77.88,67.06,85.17,3
SC001429,SUP0090,2022,1,95.99,95.32,74.87,60.42,91.77,87.59,2
SC001430,SUP0090,2022,2,92.01,87.14,73.01,86.36,59.52,82.94,3
SC001431,SUP0090,2022,3,77.2,91.93,83.09,88.19,59.51,82.13,3
SC001432,SUP0090,2022,4,90.27,99.59,98.12,84.45,56.59,90.69,5
SC001433,SUP0090,2023,1,79.38,91.87,70.68,62.4,70.56,78.81,2
SC001434,SUP0090,2023,2,67.15,95.86,85.06,97.85,55.07,81.21,1
SC001435,SUP0090,2023,3,62.65,88.27,79.3,87.35,76.37,77.51,0
SC001436,SUP0090,2023,4,62.45,98.24,74.04,95.81,51.13,77.71,1
SC001437,SUP0090,2024,1,99.28,94.08,88.61,89.55,77.99,92.48,5
SC001438,SUP0090,2024,2,93.69,99.52,97.25,97.58,96.12,96.78,2
SC001439,SUP0090,2024,3,81.03,95.72,75.88,90.42,92.64,86.51,2
SC001440,SUP0090,2024,4,85.19,93.85,95.1,88.82,85.5,90.16,4
SC001441,SUP0091,2021,1,73.33,93.42,74.8,73.46,82.05,80.54,5
SC001442,SUP0091,2021,2,95.15,86.95,90.11,89.29,52.6,86.84,1
SC001443,SUP0091,2021,3,76.59,94.44,71.15,95.86,89.64,84.09,0
SC001444,SUP0091,2021,4,69.6,88.32,86.73,97.53,83.34,82.81,5
SC001445,SUP0091,2022,1,76.24,97.62,89.34,69.23,53.43,82.29,4
SC001446,SUP0091,2022,2,76.42,91.67,80.52,84.62,96.43,84.64,4
SC001447,SUP0091,2022,3,93.74,89.21,82.97,60.86,87.59,86.32,2
SC001448,SUP0091,2022,4,82.68,85.06,92.32,81.98,64.18,83.4,0
SC001449,SUP0091,2023,1,85.55,88.59,81.04,73.15,66.31,82.4,5
SC001450,SUP0091,2023,2,62.09,95.05,99.42,84.26,71.28,82.58,3
SC001451,SUP0091,2023,3,72.99,85.56,74.44,67.17,91.36,78.31,4
SC001452,SUP0091,2023,4,61.29,86.86,91.58,68.85,72.15,76.86,1
SC001453,SUP0091,2024,1,71.6,95.26,81.62,64.73,59.51,78.81,3
SC001454,SUP0091,2024,2,69.88,95.66,88.1,92.8,66.95,83.26,1
SC001455,SUP0091,2024,3,57.09,85.6,90.39,78.48,90.27,77.76,5
SC001456,SUP0091,2024,4,94.72,87.24,91.59,84.9,83.27,89.72,1
SC001457,SUP0092,2021,1,95.41,99.26,90.41,72.81,86.54,92.42,3
SC001458,SUP0092,2021,2,60.6,90.32,90.9,94.3,80.48,80.93,1
SC001459,SUP0092,2021,3,95.05,92.93,92.43,85.44,67.45,90.17,0
SC001460,SUP0092,2021,4,92.0,85.22,96.21,82.09,61.49,86.77,4
SC001461,SUP0092,2022,1,90.36,98.42,76.77,74.98,50.2,84.51,2
SC001462,SUP0092,2022,2,83.37,96.44,98.42,71.06,69.48,87.68,3
SC001463,SUP0092,2022,3,75.02,98.9,96.88,85.12,88.11,88.88,4
SC001464,SUP0092,2022,4,91.69,86.22,88.25,62.06,85.67,85.8,1
SC001465,SUP0092,2023,1,83.86,95.46,99.14,82.61,84.28,90.31,4
SC001466,SUP0092,2023,2,56.27,87.12,99.61,99.34,89.89,81.86,2
SC001467,SUP0092,2023,3,94.17,94.11,73.91,73.47,76.41,86.25,1
SC001468,SUP0092,2023,4,75.55,98.88,78.41,84.11,78.74,84.3,4
SC001469,SUP0092,2024,1,87.77,85.49,79.36,95.74,91.4,86.56,2
SC001470,SUP0092,2024,2,97.77,91.38,77.53,80.03,61.37,86.39,3
SC001471,SUP0092,2024,3,75.52,88.17,80.63,63.46,67.42,78.32,2
SC001472,SUP0092,2024,4,92.74,87.91,86.36,67.25,50.43,83.23,0
SC001473,SUP0093,2021,1,71.1,87.06,82.68,92.7,77.78,81.03,3
SC001474,SUP0093,2021,2,95.88,96.49,85.1,92.15,68.17,90.76,2
SC001475,SUP0093,2021,3,67.56,94.06,91.87,87.41,66.27,82.23,3
SC001476,SUP0093,2021,4,57.78,89.21,95.1,80.21,76.87,78.82,0
SC001477,SUP0093,2022,1,71.35,95.14,76.36,63.96,98.36,81.45,1
SC001478,SUP0093,2022,2,89.34,96.04,74.96,94.95,98.56,89.96,5
SC001479,SUP0093,2022,3,66.37,97.16,94.46,84.78,97.9,86.22,5
SC001480,SUP0093,2022,4,65.37,98.09,89.34,80.62,87.97,83.77,1
SC001481,SUP0093,2023,1,59.75,92.45,72.33,67.05,52.79,72.11,1
SC001482,SUP0093,2023,2,79.03,93.25,85.67,60.77,95.32,84.43,4
SC001483,SUP0093,2023,3,88.95,99.29,82.04,89.54,53.71,87.2,2
SC001484,SUP0093,2023,4,70.73,98.66,85.29,72.83,71.35,82.29,0
SC001485,SUP0093,2024,1,85.57,89.37,81.72,90.1,79.12,85.75,4
SC001486,SUP0093,2024,2,57.08,99.06,85.22,74.02,84.79,79.77,5
SC001487,SUP0093,2024,3,63.43,88.69,99.22,93.38,83.68,83.19,2
SC001488,SUP0093,2024,4,78.77,87.3,77.86,70.84,82.1,80.69,2
SC001489,SUP0094,2021,1,80.06,93.32,71.77,98.12,96.24,85.8,5
SC001490,SUP0094,2021,2,74.48,93.74,93.4,85.43,96.76,87.37,3
SC001491,SUP0094,2021,3,85.53,87.16,73.43,69.83,89.36,82.41,0
SC001492,SUP0094,2021,4,77.56,96.96,85.08,64.58,75.72,83.4,0
SC001493,SUP0094,2022,1,57.44,86.89,85.33,96.31,74.25,77.42,4
SC001494,SUP0094,2022,2,58.7,93.56,90.61,95.96,63.96,79.79,1
SC001495,SUP0094,2022,3,73.8,92.41,96.52,81.89,62.57,83.61,3
SC001496,SUP0094,2022,4,89.21,93.36,84.8,84.02,70.91,87.22,0
SC001497,SUP0094,2023,1,88.34,93.58,99.42,90.88,63.65,89.91,2
SC001498,SUP0094,2023,2,91.55,88.02,94.32,83.53,99.9,91.08,2
SC001499,SUP0094,2023,3,71.17,92.14,75.81,79.73,90.77,81.2,2
SC001500,SUP0094,2023,4,90.02,96.52,92.39,92.34,50.73,88.75,2
SC001501,SUP0094,2024,1,80.92,95.58,84.49,88.97,92.19,87.96,0
SC001502,SUP0094,2024,2,71.94,91.21,76.92,81.37,93.09,81.77,0
SC001503,SUP0094,2024,3,62.88,99.98,97.01,85.03,66.59,83.42,4
SC001504,SUP0094,2024,4,90.71,98.5,80.77,80.14,90.11,89.94,4
SC001505,SUP0095,2021,1,71.49,90.15,88.27,61.27,86.45,80.92,1
SC001506,SUP0095,2021,2,57.46,94.68,99.33,71.27,55.97,78.23,2
SC001507,SUP0095,2021,3,84.34,98.45,78.2,94.91,68.65,86.83,5
SC001508,SUP0095,2021,4,88.91,95.82,78.86,92.59,64.95,86.95,5
SC001509,SUP0095,2022,1,71.85,95.36,94.25,76.63,98.69,86.55,1
SC001510,SUP0095,2022,2,70.22,98.09,99.55,90.85,84.38,87.93,3
SC001511,SUP0095,2022,3,75.31,94.97,72.83,64.78,87.63,80.89,4
SC001512,SUP0095,2022,4,83.61,94.51,89.23,84.31,70.49,86.76,0
SC001513,SUP0095,2023,1,61.91,90.68,85.91,98.41,62.61,79.06,4
SC001514,SUP0095,2023,2,91.16,99.74,83.73,91.03,57.98,88.92,1
SC001515,SUP0095,2023,3,94.58,88.72,80.32,62.92,74.77,84.82,0
SC001516,SUP0095,2023,4,98.66,98.63,92.82,88.31,57.62,92.34,2
SC001517,SUP0095,2024,1,84.76,92.87,95.83,80.15,75.08,87.98,2
SC001518,SUP0095,2024,2,57.12,85.78,99.16,62.33,60.91,75.03,2
SC001519,SUP0095,2024,3,74.42,92.62,85.05,99.71,95.8,86.67,2
SC001520,SUP0095,2024,4,87.02,95.53,92.32,66.27,99.0,89.76,2
SC001521,SUP0096,2021,1,97.0,94.99,86.66,82.24,96.0,92.75,4
SC001522,SUP0096,2021,2,65.36,99.22,71.75,68.56,77.19,78.3,1
SC001523,SUP0096,2021,3,75.83,87.79,96.91,79.59,73.58,83.79,0
SC001524,SUP0096,2021,4,55.04,86.56,94.35,64.71,56.21,73.44,5
SC001525,SUP0096,2022,1,64.18,85.06,81.85,64.64,66.77,74.28,3
SC001526,SUP0096,2022,2,95.64,87.5,94.38,72.3,74.64,88.51,4
SC001527,SUP0096,2022,3,73.27,86.09,83.83,70.27,64.75,78.08,4
SC001528,SUP0096,2022,4,66.37,85.71,99.41,93.75,82.28,83.11,5
SC001529,SUP0096,2023,1,57.42,92.73,73.39,96.93,69.55,76.37,0
SC001530,SUP0096,2023,2,97.65,90.27,85.36,98.84,57.87,89.12,5
SC001531,SUP0096,2023,3,69.93,94.12,73.21,72.8,95.8,80.72,4
SC001532,SUP0096,2023,4,89.36,89.52,93.67,69.36,52.68,84.6,5
SC001533,SUP0096,2024,1,85.16,85.15,81.42,64.07,80.19,81.8,0
SC001534,SUP0096,2024,2,59.19,89.72,74.3,73.25,95.53,76.41,2
SC001535,SUP0096,2024,3,85.25,85.63,95.94,83.68,74.49,86.27,4
SC001536,SUP0096,2024,4,97.39,86.36,99.76,67.85,51.63,87.02,2
SC001537,SUP0097,2021,1,91.25,91.92,80.3,79.91,90.59,88.06,4
SC001538,SUP0097,2021,2,93.62,87.76,90.5,86.3,84.84,89.63,3
SC001539,SUP0097,2021,3,82.81,95.97,93.84,73.49,69.68,86.72,4
SC001540,SUP0097,2021,4,86.03,85.79,80.49,64.72,86.13,82.73,0
SC001541,SUP0097,2022,1,87.03,89.32,95.25,62.75,85.62,86.79,0
SC001542,SUP0097,2022,2,94.87,88.26,91.83,63.74,54.16,85.09,3
SC001543,SUP0097,2022,3,79.35,94.46,96.95,65.18,76.9,85.74,1
SC001544,SUP0097,2022,4,91.64,96.83,85.23,83.43,63.66,88.3,3
SC001545,SUP0097,2023,1,59.85,85.23,96.04,98.72,92.21,81.83,2
SC001546,SUP0097,2023,2,92.11,87.73,80.66,87.59,58.55,84.7,0
SC001547,SUP0097,2023,3,86.82,97.24,81.59,67.22,99.87,88.24,2
SC001548,SUP0097,2023,4,59.36,85.12,90.43,68.85,68.42,75.16,4
SC001549,SUP0097,2024,1,77.26,98.13,91.99,97.15,80.42,88.77,2
SC001550,SUP0097,2024,2,97.4,88.94,81.43,75.26,70.69,86.78,3
SC001551,SUP0097,2024,3,81.37,91.33,71.66,61.61,52.81,77.58,4
SC001552,SUP0097,2024,4,77.86,86.08,85.11,60.79,56.71,77.95,4
SC001553,SUP0098,2021,1,62.16,97.17,89.82,85.27,66.01,80.89,3
SC001554,SUP0098,2021,2,73.22,85.14,78.34,76.65,84.08,79.25,1
SC001555,SUP0098,2021,3,63.63,99.34,95.96,89.84,81.92,85.26,5
SC001556,SUP0098,2021,4,87.45,92.78,71.02,96.3,76.8,85.58,2
SC001557,SUP0098,2022,1,72.64,92.4,77.27,94.06,63.43,80.72,2
SC001558,SUP0098,2022,2,67.66,99.78,85.19,74.75,61.43,80.89,3
SC001559,SUP0098,2022,3,87.23,99.43,94.1,92.73,94.07,93.5,2
SC001560,SUP0098,2022,4,77.43,95.65,78.58,70.95,93.57,84.09,3
SC001561,SUP0098,2023,1,84.63,95.06,91.07,79.67,50.5,85.14,2
SC001562,SUP0098,2023,2,86.09,98.19,97.72,92.17,80.51,92.1,5
SC001563,SUP0098,2023,3,99.16,99.84,99.94,94.94,95.84,98.77,1
SC001564,SUP0098,2023,4,86.84,88.22,77.13,68.16,96.94,84.45,0
SC001565,SUP0098,2024,1,66.0,86.96,98.43,98.64,57.22,81.16,3
SC001566,SUP0098,2024,2,90.65,99.87,96.71,73.82,95.53,93.43,5
SC001567,SUP0098,2024,3,89.88,91.84,93.06,77.97,80.98,89.02,3
SC001568,SUP0098,2024,4,91.51,96.85,83.73,67.78,51.62,85.19,1
SC001569,SUP0099,2021,1,95.04,98.28,80.31,88.53,74.27,90.34,3
SC001570,SUP0099,2021,2,84.41,87.86,98.35,85.38,79.99,87.89,3
SC001571,SUP0099,2021,3,78.69,99.66,83.49,72.64,67.05,84.17,4
SC001572,SUP0099,2021,4,91.98,89.78,93.36,65.37,97.21,89.46,0
SC001573,SUP0099,2022,1,58.22,86.97,99.4,71.37,55.67,76.14,0
SC001574,SUP0099,2022,2,57.95,85.16,71.73,96.45,94.0,76.32,2
SC001575,SUP0099,2022,3,68.55,85.64,77.52,81.8,78.64,77.81,1
SC001576,SUP0099,2022,4,58.69,88.08,90.31,95.92,91.01,80.79,3
SC001577,SUP0099,2023,1,81.54,93.37,72.63,72.69,63.78,80.65,2
SC001578,SUP0099,2023,2,99.44,93.99,73.16,60.1,81.74,86.84,5
SC001579,SUP0099,2023,3,64.36,92.86,82.82,77.59,63.48,77.84,0
SC001580,SUP0099,2023,4,65.55,90.94,85.53,67.11,61.94,76.96,3
SC001581,SUP0099,2024,1,87.51,98.08,92.63,66.26,73.52,88.18,3
SC001582,SUP0099,2024,2,75.01,99.45,92.45,74.02,98.91,88.12,1
SC001583,SUP0099,2024,3,85.21,98.78,76.45,97.73,63.03,86.56,1
SC001584,SUP0099,2024,4,59.82,94.3,94.32,95.62,82.72,82.93,3
SC001585,SUP0100,2021,1,55.18,91.6,92.81,77.7,78.91,78.26,1
SC001586,SUP0100,2021,2,98.48,90.24,80.82,66.21,61.53,85.55,1
SC001587,SUP0100,2021,3,63.6,98.71,98.08,94.7,58.48,83.63,5
SC001588,SUP0100,2021,4,64.66,90.46,80.66,65.23,86.35,77.83,4
SC001589,SUP0100,2022,1,95.68,99.32,92.32,72.03,84.68,92.64,4
SC001590,SUP0100,2022,2,62.78,85.47,71.65,83.0,94.2,76.52,2
SC001591,SUP0100,2022,3,79.47,94.96,72.36,87.76,58.37,81.41,3
SC001592,SUP0100,2022,4,93.2,97.03,84.47,81.9,55.01,87.65,3
SC001593,SUP0100,2023,1,71.54,97.63,74.78,69.32,84.04,81.04,2
SC001594,SUP0100,2023,2,55.92,90.31,91.96,92.58,76.68,79.19,2
SC001595,SUP0100,2023,3,83.55,96.82,88.66,89.46,88.27,89.62,3
SC001596,SUP0100,2023,4,56.46,97.61,90.57,79.74,71.78,79.49,2
SC001597,SUP0100,2024,1,95.42,99.54,85.97,65.19,57.06,87.91,4
SC001598,SUP0100,2024,2,85.88,88.37,80.67,80.39,65.97,83.04,3
SC001599,SUP0100,2024,3,76.31,99.41,83.36,73.24,88.98,85.61,3
SC001600,SUP0100,2024,4,60.07,91.65,99.48,83.73,89.57,82.74,5
SC001601,SUP0101,2021,1,63.83,87.74,85.09,67.99,64.65,75.75,5
SC001602,SUP0101,2021,2,74.5,98.11,84.07,96.9,89.06,87.19,1
SC001603,SUP0101,2021,3,76.41,88.01,81.71,61.09,92.77,81.05,5
SC001604,SUP0101,2021,4,87.61,91.36,80.5,75.1,94.58,86.76,4
SC001605,SUP0101,2022,1,67.37,99.81,99.39,99.53,89.1,88.89,4
SC001606,SUP0101,2022,2,63.96,95.96,91.88,66.84,59.22,78.96,3
SC001607,SUP0101,2022,3,92.27,90.88,78.3,73.66,53.34,83.3,5
SC001608,SUP0101,2022,4,59.08,97.58,70.72,94.74,92.49,79.86,1
SC001609,SUP0101,2023,1,80.12,93.34,88.2,92.74,97.24,88.68,2
SC001610,SUP0101,2023,2,75.68,91.71,71.9,66.72,68.99,78.17,3
SC001611,SUP0101,2023,3,83.95,86.86,74.35,96.98,78.91,83.7,3
SC001612,SUP0101,2023,4,75.14,92.94,84.04,80.39,57.11,80.98,3
SC001613,SUP0101,2024,1,78.74,89.06,74.71,88.47,75.98,81.73,3
SC001614,SUP0101,2024,2,70.38,94.31,83.48,71.07,62.34,79.44,4
SC001615,SUP0101,2024,3,80.1,87.99,75.2,62.82,93.51,81.1,5
SC001616,SUP0101,2024,4,66.82,97.6,77.64,97.81,55.58,80.19,5
SC001617,SUP0102,2021,1,71.08,92.13,76.4,80.44,70.93,79.38,3
SC001618,SUP0102,2021,2,65.66,93.25,87.17,70.62,59.28,78.1,1
SC001619,SUP0102,2021,3,83.81,98.5,70.36,72.25,88.41,84.83,5
SC001620,SUP0102,2021,4,83.07,88.98,77.52,96.18,67.42,83.48,2
SC001621,SUP0102,2022,1,85.63,90.87,72.86,69.87,56.42,80.15,4
SC001622,SUP0102,2022,2,94.59,93.93,73.35,80.46,72.83,86.55,0
SC001623,SUP0102,2022,3,61.47,99.09,76.58,78.22,79.41,79.25,3
SC001624,SUP0102,2022,4,61.92,90.03,97.46,75.45,86.49,81.27,1
SC001625,SUP0102,2023,1,82.09,91.56,95.01,71.76,67.95,85.07,0
SC001626,SUP0102,2023,2,82.86,94.53,80.0,85.14,84.31,86.16,0
SC001627,SUP0102,2023,3,97.58,93.09,75.17,94.01,58.63,87.5,4
SC001628,SUP0102,2023,4,80.6,96.56,84.75,88.68,60.79,85.04,0
SC001629,SUP0102,2024,1,67.64,90.41,77.94,87.55,89.61,80.72,1
SC001630,SUP0102,2024,2,66.62,95.74,83.51,95.15,97.06,84.63,3
SC001631,SUP0102,2024,3,77.39,90.86,74.85,87.27,67.38,80.91,1
SC001632,SUP0102,2024,4,81.15,88.69,93.31,70.38,77.22,84.37,5
SC001633,SUP0103,2021,1,73.98,86.24,85.87,92.54,74.12,81.91,1
SC001634,SUP0103,2021,2,80.12,96.68,85.13,62.21,55.81,81.87,0
SC001635,SUP0103,2021,3,87.44,91.45,98.45,87.16,98.52,91.92,5
SC001636,SUP0103,2021,4,64.5,87.08,81.15,70.51,74.69,76.22,4
SC001637,SUP0103,2022,1,63.12,89.44,81.4,73.03,78.68,77.22,4
SC001638,SUP0103,2022,2,92.94,92.84,77.77,86.56,95.76,89.52,4
SC001639,SUP0103,2022,3,87.89,96.81,73.48,99.86,54.96,85.59,4
SC001640,SUP0103,2022,4,64.13,92.38,98.59,93.78,55.57,81.61,3
SC001641,SUP0103,2023,1,84.68,97.48,87.3,72.22,75.19,86.85,2
SC001642,SUP0103,2023,2,58.18,88.47,79.3,63.69,95.04,75.73,4
SC001643,SUP0103,2023,3,98.56,87.22,83.27,98.37,67.92,89.02,1
SC001644,SUP0103,2023,4,90.66,99.65,81.58,95.62,77.74,90.74,0
SC001645,SUP0103,2024,1,59.86,86.05,95.24,81.63,61.72,77.16,0
SC001646,SUP0103,2024,2,83.5,87.51,94.5,69.36,70.34,84.17,0
SC001647,SUP0103,2024,3,96.43,95.64,85.25,82.16,60.51,88.94,5
SC001648,SUP0103,2024,4,57.58,94.93,86.48,60.84,61.9,75.32,5
SC001649,SUP0104,2021,1,81.44,90.05,89.18,74.97,69.92,83.77,5
SC001650,SUP0104,2021,2,63.78,96.85,98.79,62.78,60.72,80.3,0
SC001651,SUP0104,2021,3,87.26,86.94,92.92,75.27,82.24,86.59,3
SC001652,SUP0104,2021,4,85.12,96.91,89.24,86.49,73.73,88.48,4
SC001653,SUP0104,2022,1,97.53,89.28,84.53,63.8,71.15,86.44,5
SC001654,SUP0104,2022,2,56.15,88.41,75.99,97.94,87.74,77.13,5
