po_id,supplier_id,product_id,plant_id,order_date,fiscal_year,fiscal_month,scheduled_delivery,actual_delivery,delay_days,quantity_ordered,unit_price_usd,total_value_usd,status,defect_rate_pct,on_time_delivery
PO000185,SUP0113,PRD0001,PLT003,2024-05-18,2024,5,2024-06-22,2024-06-22,0,2613,1045.68,2732361.84,Delivered,6.93,Y
PO000186,SUP0116,PRD0045,PLT007,2021-01-04,2021,1,2021-01-08,2021-01-08,0,3470,1577.28,5473161.6,Delivered,0.21,Y
PO000187,SUP0041,PRD0041,PLT004,2023-03-07,2023,3,2023-04-06,2023-04-06,0,4994,951.81,4753339.14,Delayed,0.83,Y
PO000188,SUP0053,PRD0058,PLT005,2023-07-16,2023,7,2023-08-15,2023-08-15,0,1675,154.75,259206.25,Delayed,4.35,Y
PO000189,SUP0002,PRD0040,PLT002,2023-07-02,2023,7,2023-08-13,2023-08-20,7,537,1996.88,1072324.56,Delayed,0.96,N
PO000190,SUP0013,PRD0005,PLT001,2021-04-14,2021,4,2021-05-07,2021-05-07,0,3083,1847.39,5695503.37,In Transit,2.81,Y
PO000191,SUP0009,PRD0024,PLT004,2023-05-18,2023,5,2023-05-28,2023-05-28,0,2100,691.12,1451352.0,Delayed,6.2,Y
PO000192,SUP0107,PRD0003,PLT001,2022-11-06,2022,11,2022-12-20,2023-01-07,18,4849,753.09,3651733.41,Cancelled,3.2,N
PO000193,SUP0029,PRD0056,PLT008,2023-04-16,2023,4,2023-04-28,2023-04-28,0,3329,1902.19,6332390.51,In Transit,2.43,Y
PO000194,SUP0110,PRD0003,PLT005,2024-12-21,2024,12,2025-01-09,2025-01-09,0,3738,380.14,1420963.32,Delivered,3.21,Y
PO000195,SUP0098,PRD0042,PLT002,2021-09-19,2021,9,2021-10-29,2021-11-24,26,253,150.67,38119.51,Cancelled,5.59,N
PO000196,SUP0103,PRD0055,PLT008,2024-05-16,2024,5,2024-05-21,2024-05-21,0,3309,1697.44,5616828.96,In Transit,0.66,Y
PO000197,SUP0058,PRD0045,PLT003,2023-12-04,2023,12,2024-01-01,2024-01-04,3,2117,1757.8,3721262.6,Delayed,5.98,N
PO000198,SUP0057,PRD0050,PLT004,2021-01-12,2021,1,2021-02-16,2021-02-12,-4,1078,478.88,516232.64,Delivered,2.33,Y
PO000199,SUP0093,PRD0054,PLT006,2023-10-26,2023,10,2023-10-29,2023-11-03,5,4481,999.88,4480462.28,Delayed,2.17,N
PO000200,SUP0020,PRD0037,PLT001,2024-06-01,2024,6,2024-06-16,2024-06-16,0,3305,1109.38,3666500.9,Delivered,7.09,Y
PO000201,SUP0051,PRD0015,PLT005,2024-03-06,2024,3,2024-04-16,2024-04-19,3,1316,918.85,1209206.6,In Transit,4.78,N
PO000202,SUP0112,PRD0025,PLT002,2022-04-24,2022,4,2022-05-23,2022-05-26,3,2984,308.51,920593.84,Cancelled,5.09,N
PO000203,SUP0018,PRD0023,PLT004,2024-02-19,2024,2,2024-03-09,2024-03-09,0,2482,1322.02,3281253.64,Partial,7.13,Y
PO000204,SUP0070,PRD0060,PLT004,2022-05-12,2022,5,2022-06-03,2022-06-02,-1,2134,1106.31,2360865.54,Delivered,2.01,Y
PO000205,SUP0112,PRD0020,PLT007,2024-03-13,2024,3,2024-04-11,2024-05-01,20,3939,1867.9,7357658.1,Delivered,4.95,N
PO000206,SUP0061,PRD0046,PLT004,2021-07-05,2021,7,2021-08-18,2021-08-23,5,3512,1481.48,5202957.76,In Transit,1.81,N
PO000207,SUP0015,PRD0018,PLT005,2021-08-20,2021,8,2021-09-30,2021-09-30,0,1135,971.42,1102561.7,Delayed,3.54,Y
PO000208,SUP0019,PRD0008,PLT004,2023-03-17,2023,3,2023-04-08,2023-04-08,0,4031,1115.06,4494806.86,In Transit,5.1,Y
PO000209,SUP0064,PRD0035,PLT005,2023-06-09,2023,6,2023-06-21,2023-06-21,0,1212,517.24,626894.88,Cancelled,3.29,Y
PO000210,SUP0093,PRD0012,PLT005,2023-02-03,2023,2,2023-02-06,2023-02-27,21,3834,938.89,3599704.26,Delivered,3.28,N
PO000211,SUP0005,PRD0012,PLT004,2021-08-28,2021,8,2021-09-22,2021-09-22,0,3054,1916.56,5853174.24,Delivered,1.6,Y
PO000212,SUP0032,PRD0004,PLT006,2021-04-16,2021,4,2021-04-23,2021-04-22,-1,2963,105.68,313129.84,In Transit,7.91,Y
PO000213,SUP0112,PRD0020,PLT006,2023-08-12,2023,8,2023-09-10,2023-09-10,0,2554,161.07,411372.78,Delayed,0.77,Y
PO000214,SUP0105,PRD0034,PLT006,2023-07-15,2023,7,2023-08-25,2023-09-01,7,594,1825.51,1084352.94,Delayed,4.1,N
PO000215,SUP0039,PRD0057,PLT008,2023-08-11,2023,8,2023-09-16,2023-09-16,0,2714,1316.37,3572628.18,In Transit,1.05,Y
PO000216,SUP0049,PRD0016,PLT004,2024-07-10,2024,7,2024-07-14,2024-07-27,13,3414,565.48,1930548.72,Delivered,0.82,N
PO000217,SUP0088,PRD0007,PLT005,2021-04-25,2021,4,2021-05-05,2021-05-05,0,3798,1586.76,6026514.48,Delivered,4.09,Y
PO000218,SUP0030,PRD0001,PLT001,2022-04-13,2022,4,2022-05-24,2022-06-12,19,629,720.05,452911.45,Cancelled,3.9,N
PO000219,SUP0045,PRD0049,PLT002,2022-04-13,2022,4,2022-04-30,2022-04-30,0,320,352.42,112774.4,Delivered,1.53,Y
PO000220,SUP0061,PRD0028,PLT008,2021-08-24,2021,8,2021-10-07,2021-10-07,0,1492,995.24,1484898.08,In Transit,7.7,Y
PO000221,SUP0086,PRD0047,PLT008,2022-06-06,2022,6,2022-07-12,2022-07-26,14,2172,667.19,1449136.68,Cancelled,4.7,N
PO000222,SUP0101,PRD0025,PLT007,2022-02-09,2022,2,2022-03-23,2022-03-23,0,235,572.12,134448.2,Delivered,2.77,Y
PO000223,SUP0032,PRD0040,PLT004,2022-06-05,2022,6,2022-06-12,2022-06-12,0,733,862.84,632461.72,Delivered,7.11,Y
PO000224,SUP0070,PRD0015,PLT005,2021-03-07,2021,3,2021-03-29,2021-04-03,5,2810,405.19,1138583.9,Delivered,1.05,N
PO000225,SUP0070,PRD0055,PLT004,2023-05-22,2023,5,2023-06-13,2023-06-13,0,4766,1425.03,6791692.98,Delivered,2.75,Y
PO000226,SUP0059,PRD0027,PLT007,2021-12-09,2021,12,2021-12-17,2022-01-05,19,1833,1906.3,3494247.9,Partial,7.16,N
PO000227,SUP0091,PRD0045,PLT006,2022-02-27,2022,2,2022-03-23,2022-03-23,0,964,685.71,661024.44,Delivered,5.57,Y
PO000228,SUP0102,PRD0017,PLT005,2022-08-06,2022,8,2022-08-27,2022-08-27,0,4235,1708.33,7234777.55,Delivered,8.0,Y
PO000229,SUP0057,PRD0010,PLT001,2023-04-20,2023,4,2023-05-25,2023-05-25,0,2417,1156.99,2796444.83,Delivered,1.62,Y
PO000230,SUP0079,PRD0001,PLT004,2022-04-09,2022,4,2022-05-02,2022-05-02,0,682,1290.12,879861.84,Cancelled,3.46,Y
PO000231,SUP0101,PRD0046,PLT007,2021-08-15,2021,8,2021-09-26,2021-09-26,0,3192,1447.57,4620643.44,In Transit,7.23,Y
PO000232,SUP0034,PRD0056,PLT008,2021-05-07,2021,5,2021-05-24,2021-05-25,1,2823,1653.75,4668536.25,Delayed,0.03,N
PO000233,SUP0025,PRD0009,PLT005,2022-12-05,2022,12,2022-12-22,2022-12-29,7,1060,1804.15,1912399.0,Delivered,1.48,N
PO000234,SUP0044,PRD0021,PLT004,2021-05-10,2021,5,2021-06-06,2021-06-06,0,1554,46.84,72789.36,Delivered,6.29,Y
PO000235,SUP0084,PRD0028,PLT004,2023-02-12,2023,2,2023-03-03,2023-03-03,0,2838,135.4,384265.2,Delivered,2.91,Y
PO000236,SUP0025,PRD0011,PLT007,2023-01-04,2023,1,2023-01-21,2023-01-24,3,2253,994.88,2241464.64,Delivered,1.09,N
PO000237,SUP0065,PRD0022,PLT004,2023-04-17,2023,4,2023-04-26,2023-04-26,0,633,1302.73,824628.09,Cancelled,6.92,Y
PO000238,SUP0111,PRD0041,PLT008,2023-09-19,2023,9,2023-10-30,2023-11-04,5,3102,655.62,2033733.24,Delivered,5.74,N
PO000239,SUP0052,PRD0054,PLT001,2024-09-11,2024,9,2024-10-26,2024-10-26,0,3878,1864.71,7231345.38,Cancelled,7.32,Y
PO000240,SUP0008,PRD0045,PLT001,2023-03-24,2023,3,2023-04-04,2023-04-04,0,2467,238.0,587146.0,Delivered,2.66,Y
PO000241,SUP0026,PRD0024,PLT006,2024-12-08,2024,12,2024-12-28,2024-12-28,0,4532,342.0,1549944.0,Delivered,2.25,Y
PO000242,SUP0073,PRD0002,PLT003,2022-09-22,2022,9,2022-10-24,2022-10-24,0,3730,1322.13,4931544.9,Cancelled,7.51,Y
PO000243,SUP0091,PRD0044,PLT003,2022-03-20,2022,3,2022-04-13,2022-04-20,7,541,417.72,225986.52,In Transit,4.48,N
PO000244,SUP0058,PRD0033,PLT005,2023-02-15,2023,2,2023-03-15,2023-03-15,0,3747,120.04,449789.88,Cancelled,6.52,Y
PO000245,SUP0101,PRD0021,PLT004,2021-08-15,2021,8,2021-09-26,2021-09-26,0,1797,846.15,1520531.55,Delivered,2.58,Y
PO000246,SUP0085,PRD0035,PLT007,2022-03-03,2022,3,2022-03-16,2022-03-29,13,2410,1649.32,3974861.2,Delivered,4.93,N
PO000247,SUP0091,PRD0012,PLT002,2022-07-04,2022,7,2022-07-28,2022-07-28,0,1451,59.81,86784.31,Delivered,6.0,Y
PO000248,SUP0120,PRD0058,PLT008,2022-06-22,2022,6,2022-07-31,2022-07-31,0,1154,1978.36,2283027.44,Cancelled,3.46,Y
PO000249,SUP0047,PRD0037,PLT007,2023-12-17,2023,12,2024-01-06,2024-01-06,0,2195,1618.37,3552322.15,Partial,2.31,Y
PO000250,SUP0113,PRD0023,PLT006,2023-09-07,2023,9,2023-10-12,2023-10-19,7,2165,1796.05,3888448.25,Partial,6.21,N
PO000251,SUP0015,PRD0027,PLT006,2021-06-12,2021,6,2021-07-23,2021-07-23,0,962,1069.57,1028926.34,In Transit,1.66,Y
PO000252,SUP0041,PRD0060,PLT005,2023-11-07,2023,11,2023-12-07,2023-12-07,0,3917,619.33,2425915.61,Partial,7.63,Y
PO000253,SUP0118,PRD0054,PLT006,2024-09-26,2024,9,2024-10-26,2024-10-26,0,4987,1084.65,5409149.55,In Transit,2.03,Y
PO000254,SUP0096,PRD0018,PLT003,2024-10-27,2024,10,2024-11-06,2024-11-13,7,1350,583.46,787671.0,Delayed,3.1,N
PO000255,SUP0120,PRD0014,PLT007,2021-08-12,2021,8,2021-09-20,2021-09-20,0,666,261.49,174152.34,Delivered,2.26,Y
PO000256,SUP0067,PRD0036,PLT008,2022-01-16,2022,1,2022-02-10,2022-02-10,0,3082,510.48,1573299.36,Cancelled,6.68,Y
PO000257,SUP0086,PRD0041,PLT006,2021-03-01,2021,3,2021-04-06,2021-04-08,2,2364,1595.23,3771123.72,Partial,6.38,N
PO000258,SUP0120,PRD0024,PLT006,2022-12-24,2022,12,2023-02-01,2023-02-01,0,4105,258.87,1062661.35,Delayed,0.37,Y
PO000259,SUP0068,PRD0022,PLT003,2021-02-09,2021,2,2021-02-19,2021-03-08,17,4841,457.86,2216500.26,Delivered,6.29,N
PO000260,SUP0012,PRD0021,PLT003,2024-08-09,2024,8,2024-08-14,2024-08-14,0,1582,294.5,465899.0,Delayed,0.61,Y
PO000261,SUP0074,PRD0057,PLT004,2023-08-24,2023,8,2023-09-04,2023-09-04,0,2327,1479.61,3443052.47,Partial,0.43,Y
PO000262,SUP0040,PRD0014,PLT001,2022-11-14,2022,11,2022-12-02,2022-12-02,0,204,219.16,44708.64,Delivered,5.89,Y
PO000263,SUP0020,PRD0048,PLT005,2022-05-22,2022,5,2022-06-06,2022-06-06,0,1671,864.04,1443810.84,Delivered,0.71,Y
PO000264,SUP0076,PRD0032,PLT008,2022-12-10,2022,12,2022-12-15,2023-01-12,28,1039,220.07,228652.73,Partial,0.74,N
PO000265,SUP0111,PRD0060,PLT008,2023-02-03,2023,2,2023-03-16,2023-03-16,0,3349,812.74,2721866.26,Delivered,2.1,Y
PO000266,SUP0079,PRD0003,PLT006,2023-03-05,2023,3,2023-03-28,2023-04-01,4,2401,185.12,444473.12,Delivered,7.53,N
PO000267,SUP0069,PRD0007,PLT001,2021-06-08,2021,6,2021-07-23,2021-08-08,16,1002,114.3,114528.6,In Transit,3.43,N
PO000268,SUP0063,PRD0041,PLT002,2021-08-18,2021,8,2021-09-28,2021-09-28,0,4519,578.57,2614557.83,Delayed,1.61,Y
PO000269,SUP0041,PRD0054,PLT004,2024-04-06,2024,4,2024-05-06,2024-05-12,6,117,1358.87,158987.79,Cancelled,0.76,N
PO000270,SUP0079,PRD0060,PLT001,2023-01-26,2023,1,2023-02-18,2023-02-18,0,2619,270.43,708256.17,Cancelled,5.56,Y
PO000271,SUP0099,PRD0040,PLT004,2023-01-09,2023,1,2023-02-03,2023-03-04,29,296,1053.77,311915.92,Partial,5.11,N
PO000272,SUP0091,PRD0039,PLT006,2024-05-18,2024,5,2024-06-11,2024-06-11,0,2850,1266.33,3609040.5,In Transit,6.5,Y
PO000273,SUP0047,PRD0049,PLT002,2024-12-09,2024,12,2024-12-29,2025-01-27,29,1828,1798.84,3288279.52,Delivered,5.26,N
PO000274,SUP0067,PRD0050,PLT004,2022-11-08,2022,11,2022-12-03,2022-12-15,12,3045,1376.48,4191381.6,Delivered,6.03,N
PO000275,SUP0109,PRD0035,PLT002,2022-09-07,2022,9,2022-10-13,2022-10-13,0,2920,489.84,1430332.8,Delivered,7.24,Y
PO000276,SUP0073,PRD0035,PLT005,2024-07-19,2024,7,2024-08-20,2024-09-02,13,2339,726.85,1700102.15,Delivered,1.46,N
PO000277,SUP0084,PRD0050,PLT005,2022-03-16,2022,3,2022-04-04,2022-04-04,0,3946,350.46,1382915.16,Delivered,1.65,Y
PO000278,SUP0031,PRD0022,PLT007,2023-08-06,2023,8,2023-09-03,2023-09-04,1,577,449.28,259234.56,Delivered,3.41,N
PO000279,SUP0037,PRD0003,PLT005,2022-05-08,2022,5,2022-06-01,2022-06-01,0,3099,461.43,1429971.57,Delivered,4.78,Y
PO000280,SUP0039,PRD0005,PLT002,2023-02-22,2023,2,2023-03-30,2023-03-30,0,4239,877.77,3720867.03,Delivered,7.1,Y
PO000281,SUP0013,PRD0015,PLT006,2021-11-24,2021,11,2021-12-17,2021-12-17,0,4421,389.23,1720785.83,In Transit,4.67,Y
PO000282,SUP0044,PRD0026,PLT007,2024-06-27,2024,6,2024-07-24,2024-08-13,20,111,1818.96,201904.56,Delivered,3.64,N
PO000283,SUP0083,PRD0007,PLT008,2023-03-11,2023,3,2023-03-28,2023-03-28,0,4452,960.98,4278282.96,Delivered,2.93,Y
PO000284,SUP0012,PRD0022,PLT006,2022-05-01,2022,5,2022-05-06,2022-05-06,0,3592,417.08,1498151.36,Delayed,2.5,Y
PO000285,SUP0045,PRD0027,PLT003,2023-08-12,2023,8,2023-08-29,2023-09-03,5,3973,751.82,2986980.86,Cancelled,6.95,N
PO000286,SUP0059,PRD0011,PLT006,2021-02-25,2021,2,2021-03-05,2021-03-05,0,2073,1993.77,4133085.21,Delivered,4.77,Y
PO000287,SUP0037,PRD0035,PLT004,2023-07-17,2023,7,2023-08-10,2023-08-10,0,930,1284.51,1194594.3,Delivered,5.61,Y
PO000288,SUP0079,PRD0060,PLT008,2021-09-03,2021,9,2021-09-26,2021-10-16,20,4305,171.89,739986.45,Delivered,0.87,N
PO000289,SUP0036,PRD0012,PLT006,2024-06-17,2024,6,2024-07-17,2024-07-15,-2,4676,17.99,84121.24,Delivered,2.21,Y
PO000290,SUP0102,PRD0058,PLT004,2021-12-23,2021,12,2022-01-13,2022-01-13,0,4058,1459.32,5921920.56,Delivered,1.15,Y
PO000291,SUP0117,PRD0037,PLT004,2024-05-08,2024,5,2024-06-16,2024-06-16,0,2880,103.49,298051.2,Delivered,2.04,Y
PO000292,SUP0102,PRD0045,PLT006,2023-09-12,2023,9,2023-10-03,2023-10-03,0,1096,617.87,677185.52,Delivered,4.62,Y
PO000293,SUP0044,PRD0004,PLT006,2021-02-10,2021,2,2021-03-09,2021-03-21,12,1510,1651.89,2494353.9,In Transit,6.71,N
PO000294,SUP0047,PRD0030,PLT008,2024-06-11,2024,6,2024-07-01,2024-07-26,25,2291,1097.55,2514487.05,In Transit,5.03,N
PO000295,SUP0072,PRD0028,PLT002,2024-10-26,2024,10,2024-11-20,2024-11-16,-4,423,1711.94,724150.62,Delivered,4.74,Y
PO000296,SUP0120,PRD0048,PLT001,2022-05-10,2022,5,2022-06-18,2022-06-28,10,818,1715.51,1403287.18,In Transit,1.5,N
PO000297,SUP0055,PRD0023,PLT006,2023-07-27,2023,7,2023-09-06,2023-09-06,0,2382,1715.55,4086440.1,Delivered,3.21,Y
PO000298,SUP0091,PRD0022,PLT002,2024-05-21,2024,5,2024-06-14,2024-07-12,28,4585,176.78,810536.3,Partial,6.56,N
PO000299,SUP0120,PRD0055,PLT005,2023-11-09,2023,11,2023-12-18,2023-12-18,0,4893,159.64,781118.52,In Transit,2.34,Y
PO000300,SUP0008,PRD0002,PLT003,2023-08-13,2023,8,2023-08-24,2023-08-24,0,2195,1675.41,3677524.95,Delivered,1.86,Y
PO000301,SUP0045,PRD0013,PLT001,2024-11-16,2024,11,2024-12-03,2024-12-25,22,4906,860.55,4221858.3,Delivered,7.96,N
PO000302,SUP0020,PRD0021,PLT003,2023-10-04,2023,10,2023-10-19,2023-10-19,0,2863,461.77,1322047.51,Delivered,4.09,Y
PO000303,SUP0098,PRD0051,PLT001,2024-05-02,2024,5,2024-06-11,2024-06-11,0,2330,1583.3,3689089.0,Partial,3.35,Y
PO000304,SUP0022,PRD0032,PLT006,2021-06-14,2021,6,2021-07-11,2021-07-11,0,3912,1777.69,6954323.28,Cancelled,0.1,Y
PO000305,SUP0083,PRD0010,PLT002,2023-08-26,2023,8,2023-09-12,2023-09-12,0,3101,16.66,51662.66,Cancelled,7.55,Y
PO000306,SUP0007,PRD0056,PLT006,2022-02-08,2022,2,2022-03-07,2022-03-07,0,1276,1300.34,1659233.84,Partial,6.29,Y
PO000307,SUP0055,PRD0034,PLT004,2021-11-12,2021,11,2021-12-23,2021-12-23,0,3967,269.06,1067361.02,Delivered,3.36,Y
PO000308,SUP0050,PRD0010,PLT003,2023-10-07,2023,10,2023-11-13,2023-12-01,18,3994,1985.7,7930885.8,Delivered,6.3,N
PO000309,SUP0094,PRD0055,PLT001,2022-10-05,2022,10,2022-10-31,2022-11-20,20,1991,1789.14,3562177.74,Delivered,4.07,N
PO000310,SUP0045,PRD0013,PLT001,2024-07-09,2024,7,2024-07-26,2024-08-11,16,1104,1014.59,1120107.36,Partial,1.5,N
PO000311,SUP0080,PRD0003,PLT007,2022-12-04,2022,12,2022-12-24,2022-12-22,-2,1310,1195.25,1565777.5,Delivered,4.25,Y
PO000312,SUP0082,PRD0046,PLT006,2024-10-10,2024,10,2024-11-03,2024-11-27,24,3926,1528.22,5999791.72,Delivered,1.91,N
PO000313,SUP0083,PRD0034,PLT005,2023-12-08,2023,12,2023-12-25,2023-12-26,1,3079,1031.65,3176450.35,Delivered,2.44,N
PO000314,SUP0032,PRD0055,PLT006,2021-01-06,2021,1,2021-01-13,2021-01-15,2,2373,1050.28,2492314.44,Delivered,1.96,N
PO000315,SUP0062,PRD0023,PLT003,2022-07-27,2022,7,2022-09-03,2022-09-15,12,268,1741.5,466722.0,Cancelled,3.03,N
PO000316,SUP0113,PRD0021,PLT001,2023-06-25,2023,6,2023-07-30,2023-07-30,0,832,880.45,732534.4,Partial,4.58,Y
PO000317,SUP0118,PRD0006,PLT006,2022-01-14,2022,1,2022-02-13,2022-02-13,0,2526,1929.2,4873159.2,Delivered,3.44,Y
PO000318,SUP0062,PRD0012,PLT002,2021-01-02,2021,1,2021-02-09,2021-02-09,0,241,955.4,230251.4,Cancelled,2.93,Y
PO000319,SUP0034,PRD0028,PLT005,2024-06-25,2024,6,2024-07-12,2024-07-12,0,1652,1764.77,2915400.04,Partial,0.16,Y
PO000320,SUP0086,PRD0005,PLT006,2021-11-13,2021,11,2021-12-19,2021-12-19,0,2240,325.21,728470.4,In Transit,3.82,Y
PO000321,SUP0090,PRD0043,PLT002,2021-06-11,2021,6,2021-06-27,2021-06-27,0,1397,1281.98,1790926.06,Delivered,2.32,Y
PO000322,SUP0077,PRD0029,PLT008,2022-11-26,2022,11,2022-12-04,2022-12-04,0,1505,656.36,987821.8,Cancelled,3.61,Y
PO000323,SUP0068,PRD0051,PLT003,2022-09-28,2022,9,2022-10-08,2022-10-08,0,3536,289.23,1022717.28,Delayed,7.21,Y
PO000324,SUP0005,PRD0035,PLT005,2024-04-04,2024,4,2024-04-29,2024-05-22,23,2048,1148.71,2352558.08,Partial,2.1,N
PO000325,SUP0076,PRD0013,PLT005,2022-03-27,2022,3,2022-04-01,2022-04-01,0,4400,1223.66,5384104.0,Delivered,3.27,Y
PO000326,SUP0029,PRD0056,PLT005,2022-12-17,2022,12,2022-12-29,2023-01-11,13,1002,59.43,59548.86,In Transit,4.18,N
PO000327,SUP0111,PRD0019,PLT003,2024-11-05,2024,11,2024-12-16,2024-12-16,0,2463,1047.44,2579844.72,Partial,7.94,Y
PO000328,SUP0036,PRD0043,PLT007,2021-10-22,2021,10,2021-11-21,2021-11-21,0,1645,29.03,47754.35,In Transit,5.49,Y
PO000329,SUP0050,PRD0040,PLT004,2024-12-19,2024,12,2025-01-25,2025-01-25,0,3192,195.45,623876.4,Delivered,1.05,Y
PO000330,SUP0015,PRD0056,PLT001,2023-06-20,2023,6,2023-07-31,2023-07-31,0,3084,130.07,401135.88,Delivered,7.35,Y
PO000331,SUP0115,PRD0036,PLT001,2021-10-18,2021,10,2021-10-29,2021-10-29,0,596,666.75,397383.0,In Transit,6.58,Y
PO000332,SUP0115,PRD0035,PLT008,2022-08-02,2022,8,2022-08-13,2022-08-13,0,287,332.93,95550.91,Partial,1.66,Y
PO000333,SUP0073,PRD0050,PLT005,2023-01-11,2023,1,2023-02-12,2023-02-12,0,4595,1362.04,6258573.8,Cancelled,4.99,Y
PO000334,SUP0033,PRD0055,PLT004,2023-10-09,2023,10,2023-11-20,2023-11-20,0,4180,1742.04,7281727.2,Cancelled,7.41,Y
PO000335,SUP0086,PRD0044,PLT003,2022-06-28,2022,6,2022-08-03,2022-08-23,20,853,293.22,250116.66,Delayed,6.45,N
PO000336,SUP0113,PRD0028,PLT001,2021-10-13,2021,10,2021-11-17,2021-11-17,0,1466,277.96,407489.36,Delivered,3.62,Y
PO000337,SUP0103,PRD0003,PLT007,2023-09-10,2023,9,2023-09-15,2023-09-15,0,1903,493.79,939682.37,In Transit,1.66,Y
PO000338,SUP0042,PRD0051,PLT004,2021-06-12,2021,6,2021-07-18,2021-07-18,0,861,121.99,105033.39,Delayed,0.29,Y
PO000339,SUP0098,PRD0044,PLT005,2023-08-08,2023,8,2023-09-17,2023-09-19,2,494,981.68,484949.92,Delayed,5.83,N
PO000340,SUP0110,PRD0020,PLT005,2021-12-10,2021,12,2021-12-29,2021-12-29,0,2021,1158.98,2342298.58,Delivered,1.71,Y
PO000341,SUP0099,PRD0009,PLT002,2023-07-15,2023,7,2023-08-09,2023-08-09,0,1966,329.9,648583.4,Partial,4.74,Y
PO000342,SUP0040,PRD0037,PLT004,2022-05-01,2022,5,2022-05-19,2022-05-19,0,3044,1350.02,4109460.88,Delayed,7.08,Y
PO000343,SUP0008,PRD0050,PLT003,2023-05-23,2023,5,2023-06-03,2023-06-03,0,2978,462.81,1378248.18,Delivered,1.25,Y
PO000344,SUP0069,PRD0044,PLT007,2022-10-17,2022,10,2022-12-01,2022-12-27,26,3457,706.78,2443338.46,Partial,2.75,N
PO000345,SUP0054,PRD0001,PLT006,2024-06-28,2024,6,2024-07-27,2024-08-12,16,1414,1262.78,1785570.92,Partial,4.77,N
PO000346,SUP0070,PRD0026,PLT004,2022-04-14,2022,4,2022-05-06,2022-05-06,0,317,1516.18,480629.06,Delayed,4.23,Y
PO000347,SUP0073,PRD0059,PLT004,2023-06-24,2023,6,2023-07-26,2023-08-12,17,1179,39.8,46924.2,Delivered,1.22,N
PO000348,SUP0106,PRD0030,PLT008,2022-03-28,2022,3,2022-04-19,2022-04-19,0,269,1171.4,315106.6,Delivered,6.4,Y
PO000349,SUP0093,PRD0025,PLT007,2024-02-18,2024,2,2024-02-21,2024-02-16,-5,4607,789.82,3638700.74,Delivered,5.42,Y
PO000350,SUP0052,PRD0015,PLT003,2023-08-16,2023,8,2023-09-30,2023-09-28,-2,195,647.0,126165.0,Delivered,6.82,Y
PO000351,SUP0059,PRD0022,PLT007,2024-04-16,2024,4,2024-04-24,2024-05-22,28,791,1350.74,1068435.34,Delivered,5.09,N
PO000352,SUP0029,PRD0029,PLT003,2023-04-05,2023,4,2023-04-17,2023-04-17,0,204,1732.1,353348.4,In Transit,5.53,Y
PO000353,SUP0037,PRD0035,PLT007,2023-02-01,2023,2,2023-02-25,2023-02-25,0,424,696.49,295311.76,Delivered,1.11,Y
PO000354,SUP0004,PRD0010,PLT008,2022-04-18,2022,4,2022-05-26,2022-05-26,0,3344,719.35,2405506.4,Delivered,3.83,Y
PO000355,SUP0080,PRD0032,PLT008,2024-09-09,2024,9,2024-09-29,2024-09-29,0,1709,1306.45,2232723.05,Delayed,4.02,Y
PO000356,SUP0081,PRD0007,PLT006,2022-12-22,2022,12,2023-01-29,2023-01-29,0,2721,181.23,493126.83,Cancelled,4.97,Y
PO000357,SUP0017,PRD0025,PLT002,2022-01-27,2022,1,2022-03-03,2022-03-31,28,2303,1204.08,2772996.24,Delivered,5.34,N
PO000358,SUP0098,PRD0010,PLT008,2023-06-19,2023,6,2023-07-29,2023-07-29,0,3174,1958.28,6215580.72,Delivered,5.38,Y
PO000359,SUP0059,PRD0044,PLT002,2023-02-26,2023,2,2023-03-06,2023-03-06,0,3540,1443.81,5111087.4,Delivered,3.81,Y
PO000360,SUP0003,PRD0006,PLT005,2023-08-11,2023,8,2023-09-19,2023-10-12,23,4752,807.06,3835149.12,Delayed,1.78,N
PO000361,SUP0084,PRD0045,PLT001,2024-06-03,2024,6,2024-06-22,2024-07-20,28,1187,432.8,513733.6,Partial,5.39,N
PO000362,SUP0030,PRD0045,PLT006,2022-07-15,2022,7,2022-08-25,2022-08-25,0,3064,1206.58,3696961.12,Delayed,1.91,Y
PO000363,SUP0098,PRD0036,PLT003,2024-04-22,2024,4,2024-06-01,2024-06-01,0,2315,547.15,1266652.25,Cancelled,5.76,Y
PO000364,SUP0036,PRD0040,PLT002,2024-04-06,2024,4,2024-05-06,2024-05-06,0,3671,102.42,375983.82,In Transit,4.06,Y
PO000365,SUP0018,PRD0015,PLT007,2022-10-16,2022,10,2022-11-04,2022-11-04,0,4970,888.79,4417286.3,In Transit,4.73,Y
PO000366,SUP0036,PRD0060,PLT002,2023-03-28,2023,3,2023-04-27,2023-05-09,12,3290,1121.99,3691347.1,Delivered,0.51,N
PO000367,SUP0074,PRD0007,PLT004,2024-05-09,2024,5,2024-05-20,2024-05-20,0,4277,714.79,3057156.83,Delivered,6.71,Y
PO000368,SUP0048,PRD0022,PLT002,2021-11-24,2021,11,2021-12-16,2021-12-16,0,2004,867.69,1738850.76,Cancelled,6.54,Y
PO000369,SUP0027,PRD0057,PLT008,2021-06-07,2021,6,2021-06-17,2021-06-26,9,2227,1286.9,2865926.3,In Transit,1.45,N
PO000370,SUP0078,PRD0011,PLT003,2022-04-27,2022,4,2022-05-01,2022-05-01,0,1687,201.78,340402.86,Cancelled,5.57,Y
